,signalerLocation,receiverLocation,intention,signalSpace,targetDictionary,nTargets,barrier,abstractSetup,predSignalNoActionUtility,revTargetDict,recTraj,recActSeq,sigTraj,sigActSeq
19,"(4, 0)","(4, 6)",green circle16,"['square', 'orange', 'circle', 'green']","{(1, 6): 'green circle16', (4, 9): 'orange circle49', (8, 4): 'green square84'}",3,N,PragOnly,circle,"{'green circle16': (1, 6), 'orange circle49': (4, 9), 'green square84': (8, 4)}","{'green circle16': [(4, 6), (3, 6), (2, 6), (1, 6)], 'orange circle49': [(4, 6), (4, 7), (4, 8), (4, 9)], 'green square84': [(4, 6), (4, 5), (4, 4), (5, 4), (6, 4), (7, 4), (8, 4)]}","{'green circle16': ['left', 'left', 'left'], 'orange circle49': ['up', 'up', 'up'], 'green square84': ['down', 'down', 'right', 'right', 'right', 'right']}","{'green circle16': [(4, 0), (3, 0), (3, 1), (3, 2), (3, 3), (3, 4), (3, 5), (3, 6), (2, 6), (1, 6)], 'orange circle49': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (4, 6), (4, 7), (4, 8), (4, 9)], 'green square84': [(4, 0), (5, 0), (6, 0), (7, 0), (8, 0), (8, 1), (8, 2), (8, 3), (8, 4)]}","{'green circle16': ['left', 'up', 'up', 'up', 'up', 'up', 'up', 'left', 'left'], 'orange circle49': ['up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up'], 'green square84': ['right', 'right', 'right', 'right', 'up', 'up', 'up', 'up']}"
20,"(4, 0)","(4, 6)",orange square87;orange square42,"['square', 'orange', 'triangle', 'green']","{(8, 7): 'orange square87', (4, 2): 'orange square42', (0, 7): 'green triangle07'}",3,N,UtilOnly,orange,"{'orange square87': (8, 7), 'orange square42': (4, 2), 'green triangle07': (0, 7)}","{'orange square87': [(4, 6), (5, 6), (6, 6), (7, 6), (8, 6), (8, 7)], 'orange square42': [(4, 6), (4, 5), (4, 4), (4, 3), (4, 2)], 'green triangle07': [(4, 6), (4, 7), (3, 7), (2, 7), (1, 7), (0, 7)]}","{'orange square87': ['right', 'right', 'right', 'right', 'up'], 'orange square42': ['down', 'down', 'down', 'down'], 'green triangle07': ['up', 'left', 'left', 'left', 'left']}","{'orange square87': [(4, 0), (5, 0), (6, 0), (7, 0), (8, 0), (8, 1), (8, 2), (8, 3), (8, 4), (8, 5), (8, 6), (8, 7)], 'orange square42': [(4, 0), (4, 1), (4, 2)], 'green triangle07': [(4, 0), (3, 0), (2, 0), (1, 0), (0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7)]}","{'orange square87': ['right', 'right', 'right', 'right', 'up', 'up', 'up', 'up', 'up', 'up', 'up'], 'orange square42': ['up', 'up'], 'green triangle07': ['left', 'left', 'left', 'left', 'up', 'up', 'up', 'up', 'up', 'up', 'up']}"
21,"(4, 0)","(4, 6)",orange circle05;orange circle42,"['orange', 'circle', 'triangle', 'green']","{(0, 5): 'orange circle05', (4, 2): 'orange circle42', (8, 7): 'green triangle87'}",3,N,UtilOnly,orange,"{'orange circle05': (0, 5), 'orange circle42': (4, 2), 'green triangle87': (8, 7)}","{'orange circle05': [(4, 6), (4, 5), (3, 5), (2, 5), (1, 5), (0, 5)], 'orange circle42': [(4, 6), (4, 5), (4, 4), (4, 3), (4, 2)], 'green triangle87': [(4, 6), (4, 7), (5, 7), (6, 7), (7, 7), (8, 7)]}","{'orange circle05': ['down', 'left', 'left', 'left', 'left'], 'orange circle42': ['down', 'down', 'down', 'down'], 'green triangle87': ['up', 'right', 'right', 'right', 'right']}","{'orange circle05': [(4, 0), (3, 0), (2, 0), (2, 1), (2, 2), (2, 3), (2, 4), (2, 5), (1, 5), (0, 5)], 'orange circle42': [(4, 0), (4, 1), (4, 2)], 'green triangle87': [(4, 0), (5, 0), (6, 0), (7, 0), (8, 0), (8, 1), (8, 2), (8, 3), (8, 4), (8, 5), (8, 6), (8, 7)]}","{'orange circle05': ['left', 'left', 'up', 'up', 'up', 'up', 'up', 'left', 'left'], 'orange circle42': ['up', 'up'], 'green triangle87': ['right', 'right', 'right', 'right', 'up', 'up', 'up', 'up', 'up', 'up', 'up']}"
22,"(4, 0)","(4, 6)",orange square09;orange square52,"['square', 'orange', 'triangle', 'purple']","{(0, 9): 'orange square09', (5, 2): 'orange square52', (7, 9): 'purple triangle79'}",3,N,UtilOnly,orange,"{'orange square09': (0, 9), 'orange square52': (5, 2), 'purple triangle79': (7, 9)}","{'orange square09': [(4, 6), (4, 7), (4, 8), (4, 9), (3, 9), (2, 9), (1, 9), (0, 9)], 'orange square52': [(4, 6), (4, 5), (4, 4), (4, 3), (4, 2), (5, 2)], 'purple triangle79': [(4, 6), (4, 7), (4, 8), (4, 9), (5, 9), (6, 9), (7, 9)]}","{'orange square09': ['up', 'up', 'up', 'left', 'left', 'left', 'left'], 'orange square52': ['down', 'down', 'down', 'down', 'right'], 'purple triangle79': ['up', 'up', 'up', 'right', 'right', 'right']}","{'orange square09': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (4, 6), (4, 7), (4, 8), (4, 9), (3, 9), (2, 9), (1, 9), (0, 9)], 'orange square52': [(4, 0), (4, 1), (4, 2), (5, 2)], 'purple triangle79': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (4, 6), (4, 7), (4, 8), (4, 9), (5, 9), (6, 9), (7, 9)]}","{'orange square09': ['up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'left', 'left', 'left', 'left'], 'orange square52': ['up', 'up', 'right'], 'purple triangle79': ['up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'right', 'right', 'right']}"
23,"(4, 0)","(4, 6)",orange triangle78;orange triangle42,"['square', 'orange', 'triangle', 'purple']","{(7, 8): 'orange triangle78', (4, 2): 'orange triangle42', (2, 9): 'purple square29'}",3,N,UtilOnly,orange,"{'orange triangle78': (7, 8), 'orange triangle42': (4, 2), 'purple square29': (2, 9)}","{'orange triangle78': [(4, 6), (4, 7), (4, 8), (5, 8), (6, 8), (7, 8)], 'orange triangle42': [(4, 6), (4, 5), (4, 4), (4, 3), (4, 2)], 'purple square29': [(4, 6), (3, 6), (2, 6), (2, 7), (2, 8), (2, 9)]}","{'orange triangle78': ['up', 'up', 'right', 'right', 'right'], 'orange triangle42': ['down', 'down', 'down', 'down'], 'purple square29': ['left', 'left', 'up', 'up', 'up']}","{'orange triangle78': [(4, 0), (5, 0), (6, 0), (7, 0), (7, 1), (7, 2), (7, 3), (7, 4), (7, 5), (7, 6), (7, 7), (7, 8)], 'orange triangle42': [(4, 0), (4, 1), (4, 2)], 'purple square29': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (4, 6), (4, 7), (4, 8), (4, 9), (3, 9), (2, 9)]}","{'orange triangle78': ['right', 'right', 'right', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up'], 'orange triangle42': ['up', 'up'], 'purple square29': ['up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'left', 'left']}"
24,"(4, 0)","(4, 6)",green circle79;green circle42,"['square', 'circle', 'purple', 'green']","{(7, 9): 'green circle79', (4, 2): 'green circle42', (0, 4): 'purple square04'}",3,N,UtilOnly,green,"{'green circle79': (7, 9), 'green circle42': (4, 2), 'purple square04': (0, 4)}","{'green circle79': [(4, 6), (5, 6), (6, 6), (7, 6), (7, 7), (7, 8), (7, 9)], 'green circle42': [(4, 6), (4, 5), (4, 4), (4, 3), (4, 2)], 'purple square04': [(4, 6), (4, 5), (4, 4), (3, 4), (2, 4), (1, 4), (0, 4)]}","{'green circle79': ['right', 'right', 'right', 'up', 'up', 'up'], 'green circle42': ['down', 'down', 'down', 'down'], 'purple square04': ['down', 'down', 'left', 'left', 'left', 'left']}","{'green circle79': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (4, 6), (4, 7), (4, 8), (4, 9), (5, 9), (6, 9), (7, 9)], 'green circle42': [(4, 0), (4, 1), (4, 2)], 'purple square04': [(4, 0), (3, 0), (2, 0), (2, 1), (2, 2), (2, 3), (2, 4), (1, 4), (0, 4)]}","{'green circle79': ['up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'right', 'right', 'right'], 'green circle42': ['up', 'up'], 'purple square04': ['left', 'left', 'up', 'up', 'up', 'up', 'left', 'left']}"
25,"(4, 0)","(4, 6)",green square85;green square42,"['square', 'circle', 'purple', 'green']","{(8, 5): 'green square85', (4, 2): 'green square42', (0, 9): 'purple circle09'}",3,N,UtilOnly,green,"{'green square85': (8, 5), 'green square42': (4, 2), 'purple circle09': (0, 9)}","{'green square85': [(4, 6), (5, 6), (6, 6), (7, 6), (8, 6), (8, 5)], 'green square42': [(4, 6), (4, 5), (4, 4), (4, 3), (4, 2)], 'purple circle09': [(4, 6), (4, 7), (4, 8), (4, 9), (3, 9), (2, 9), (1, 9), (0, 9)]}","{'green square85': ['right', 'right', 'right', 'right', 'down'], 'green square42': ['down', 'down', 'down', 'down'], 'purple circle09': ['up', 'up', 'up', 'left', 'left', 'left', 'left']}","{'green square85': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (5, 5), (6, 5), (7, 5), (8, 5)], 'green square42': [(4, 0), (4, 1), (4, 2)], 'purple circle09': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (4, 6), (4, 7), (4, 8), (4, 9), (3, 9), (2, 9), (1, 9), (0, 9)]}","{'green square85': ['up', 'up', 'up', 'up', 'up', 'right', 'right', 'right', 'right'], 'green square42': ['up', 'up'], 'purple circle09': ['up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'left', 'left', 'left', 'left']}"
26,"(4, 0)","(4, 6)",green triangle18;green triangle42,"['orange', 'circle', 'triangle', 'green']","{(1, 8): 'green triangle18', (4, 2): 'green triangle42', (7, 9): 'orange circle79'}",3,N,UtilOnly,green,"{'green triangle18': (1, 8), 'green triangle42': (4, 2), 'orange circle79': (7, 9)}","{'green triangle18': [(4, 6), (4, 7), (4, 8), (3, 8), (2, 8), (1, 8)], 'green triangle42': [(4, 6), (4, 5), (4, 4), (4, 3), (4, 2)], 'orange circle79': [(4, 6), (4, 7), (4, 8), (4, 9), (5, 9), (6, 9), (7, 9)]}","{'green triangle18': ['up', 'up', 'left', 'left', 'left'], 'green triangle42': ['down', 'down', 'down', 'down'], 'orange circle79': ['up', 'up', 'up', 'right', 'right', 'right']}","{'green triangle18': [(4, 0), (3, 0), (2, 0), (1, 0), (1, 1), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 8)], 'green triangle42': [(4, 0), (4, 1), (4, 2)], 'orange circle79': [(4, 0), (5, 0), (6, 0), (7, 0), (7, 1), (7, 2), (7, 3), (7, 4), (7, 5), (7, 6), (7, 7), (7, 8), (7, 9)]}","{'green triangle18': ['left', 'left', 'left', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up'], 'green triangle42': ['up', 'up'], 'orange circle79': ['right', 'right', 'right', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up']}"
27,"(4, 0)","(4, 6)",purple circle89;purple circle62,"['green', 'circle', 'triangle', 'purple']","{(8, 9): 'purple circle89', (6, 2): 'purple circle62', (0, 8): 'green triangle08'}",3,N,UtilOnly,purple,"{'purple circle89': (8, 9), 'purple circle62': (6, 2), 'green triangle08': (0, 8)}","{'purple circle89': [(4, 6), (4, 7), (4, 8), (4, 9), (5, 9), (6, 9), (7, 9), (8, 9)], 'purple circle62': [(4, 6), (5, 6), (6, 6), (6, 5), (6, 4), (6, 3), (6, 2)], 'green triangle08': [(4, 6), (3, 6), (2, 6), (1, 6), (0, 6), (0, 7), (0, 8)]}","{'purple circle89': ['up', 'up', 'up', 'right', 'right', 'right', 'right'], 'purple circle62': ['right', 'right', 'down', 'down', 'down', 'down'], 'green triangle08': ['left', 'left', 'left', 'left', 'up', 'up']}","{'purple circle89': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (4, 6), (4, 7), (4, 8), (4, 9), (5, 9), (6, 9), (7, 9), (8, 9)], 'purple circle62': [(4, 0), (4, 1), (4, 2), (5, 2), (6, 2)], 'green triangle08': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (4, 6), (4, 7), (4, 8), (3, 8), (2, 8), (1, 8), (0, 8)]}","{'purple circle89': ['up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'right', 'right', 'right', 'right'], 'purple circle62': ['up', 'up', 'right', 'right'], 'green triangle08': ['up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'left', 'left', 'left', 'left']}"
28,"(4, 0)","(4, 6)",purple square74;purple square42,"['square', 'orange', 'triangle', 'purple']","{(7, 4): 'purple square74', (4, 2): 'purple square42', (0, 8): 'orange triangle08'}",3,N,UtilOnly,purple,"{'purple square74': (7, 4), 'purple square42': (4, 2), 'orange triangle08': (0, 8)}","{'purple square74': [(4, 6), (4, 5), (4, 4), (5, 4), (6, 4), (7, 4)], 'purple square42': [(4, 6), (4, 5), (4, 4), (4, 3), (4, 2)], 'orange triangle08': [(4, 6), (4, 7), (4, 8), (3, 8), (2, 8), (1, 8), (0, 8)]}","{'purple square74': ['down', 'down', 'right', 'right', 'right'], 'purple square42': ['down', 'down', 'down', 'down'], 'orange triangle08': ['up', 'up', 'left', 'left', 'left', 'left']}","{'purple square74': [(4, 0), (5, 0), (6, 0), (7, 0), (7, 1), (7, 2), (7, 3), (7, 4)], 'purple square42': [(4, 0), (4, 1), (4, 2)], 'orange triangle08': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (4, 6), (4, 7), (4, 8), (3, 8), (2, 8), (1, 8), (0, 8)]}","{'purple square74': ['right', 'right', 'right', 'up', 'up', 'up', 'up'], 'purple square42': ['up', 'up'], 'orange triangle08': ['up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'left', 'left', 'left', 'left']}"
29,"(4, 0)","(4, 6)",purple triangle29;purple triangle42,"['square', 'orange', 'triangle', 'purple']","{(2, 9): 'purple triangle29', (4, 2): 'purple triangle42', (8, 9): 'orange square89'}",3,N,UtilOnly,purple,"{'purple triangle29': (2, 9), 'purple triangle42': (4, 2), 'orange square89': (8, 9)}","{'purple triangle29': [(4, 6), (4, 7), (4, 8), (4, 9), (3, 9), (2, 9)], 'purple triangle42': [(4, 6), (4, 5), (4, 4), (4, 3), (4, 2)], 'orange square89': [(4, 6), (4, 7), (4, 8), (4, 9), (5, 9), (6, 9), (7, 9), (8, 9)]}","{'purple triangle29': ['up', 'up', 'up', 'left', 'left'], 'purple triangle42': ['down', 'down', 'down', 'down'], 'orange square89': ['up', 'up', 'up', 'right', 'right', 'right', 'right']}","{'purple triangle29': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (4, 6), (4, 7), (4, 8), (4, 9), (3, 9), (2, 9)], 'purple triangle42': [(4, 0), (4, 1), (4, 2)], 'orange square89': [(4, 0), (5, 0), (6, 0), (7, 0), (8, 0), (8, 1), (8, 2), (8, 3), (8, 4), (8, 5), (8, 6), (8, 7), (8, 8), (8, 9)]}","{'purple triangle29': ['up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'left', 'left'], 'purple triangle42': ['up', 'up'], 'orange square89': ['right', 'right', 'right', 'right', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up']}"
30,"(4, 0)","(4, 6)",orange circle09;orange circle32,"['square', 'orange', 'circle', 'purple']","{(0, 9): 'orange circle09', (3, 2): 'orange circle32', (8, 7): 'purple square87'}",3,N,UtilOnly,circle,"{'orange circle09': (0, 9), 'orange circle32': (3, 2), 'purple square87': (8, 7)}","{'orange circle09': [(4, 6), (3, 6), (2, 6), (1, 6), (0, 6), (0, 7), (0, 8), (0, 9)], 'orange circle32': [(4, 6), (4, 5), (4, 4), (4, 3), (4, 2), (3, 2)], 'purple square87': [(4, 6), (4, 7), (5, 7), (6, 7), (7, 7), (8, 7)]}","{'orange circle09': ['left', 'left', 'left', 'left', 'up', 'up', 'up'], 'orange circle32': ['down', 'down', 'down', 'down', 'left'], 'purple square87': ['up', 'right', 'right', 'right', 'right']}","{'orange circle09': [(4, 0), (3, 0), (2, 0), (1, 0), (0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9)], 'orange circle32': [(4, 0), (4, 1), (4, 2), (3, 2)], 'purple square87': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (4, 6), (4, 7), (5, 7), (6, 7), (7, 7), (8, 7)]}","{'orange circle09': ['left', 'left', 'left', 'left', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up'], 'orange circle32': ['up', 'up', 'left'], 'purple square87': ['up', 'up', 'up', 'up', 'up', 'up', 'up', 'right', 'right', 'right', 'right']}"
31,"(4, 0)","(4, 6)",orange square84;orange square32,"['square', 'orange', 'circle', 'purple']","{(8, 4): 'orange square84', (3, 2): 'orange square32', (1, 9): 'purple circle19'}",3,N,UtilOnly,square,"{'orange square84': (8, 4), 'orange square32': (3, 2), 'purple circle19': (1, 9)}","{'orange square84': [(4, 6), (4, 5), (4, 4), (5, 4), (6, 4), (7, 4), (8, 4)], 'orange square32': [(4, 6), (3, 6), (3, 5), (3, 4), (3, 3), (3, 2)], 'purple circle19': [(4, 6), (4, 7), (4, 8), (4, 9), (3, 9), (2, 9), (1, 9)]}","{'orange square84': ['down', 'down', 'right', 'right', 'right', 'right'], 'orange square32': ['left', 'down', 'down', 'down', 'down'], 'purple circle19': ['up', 'up', 'up', 'left', 'left', 'left']}","{'orange square84': [(4, 0), (5, 0), (6, 0), (7, 0), (8, 0), (8, 1), (8, 2), (8, 3), (8, 4)], 'orange square32': [(4, 0), (3, 0), (3, 1), (3, 2)], 'purple circle19': [(4, 0), (3, 0), (2, 0), (1, 0), (1, 1), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 8), (1, 9)]}","{'orange square84': ['right', 'right', 'right', 'right', 'up', 'up', 'up', 'up'], 'orange square32': ['left', 'up', 'up'], 'purple circle19': ['left', 'left', 'left', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up']}"
32,"(4, 0)","(4, 6)",orange triangle88;orange triangle32,"['orange', 'circle', 'triangle', 'green']","{(8, 8): 'orange triangle88', (3, 2): 'orange triangle32', (7, 4): 'green circle74'}",3,N,UtilOnly,triangle,"{'orange triangle88': (8, 8), 'orange triangle32': (3, 2), 'green circle74': (7, 4)}","{'orange triangle88': [(4, 6), (5, 6), (6, 6), (7, 6), (8, 6), (8, 7), (8, 8)], 'orange triangle32': [(4, 6), (4, 5), (4, 4), (4, 3), (4, 2), (3, 2)], 'green circle74': [(4, 6), (5, 6), (6, 6), (7, 6), (7, 5), (7, 4)]}","{'orange triangle88': ['right', 'right', 'right', 'right', 'up', 'up'], 'orange triangle32': ['down', 'down', 'down', 'down', 'left'], 'green circle74': ['right', 'right', 'right', 'down', 'down']}","{'orange triangle88': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (4, 6), (4, 7), (4, 8), (5, 8), (6, 8), (7, 8), (8, 8)], 'orange triangle32': [(4, 0), (3, 0), (3, 1), (3, 2)], 'green circle74': [(4, 0), (5, 0), (6, 0), (7, 0), (7, 1), (7, 2), (7, 3), (7, 4)]}","{'orange triangle88': ['up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'right', 'right', 'right', 'right'], 'orange triangle32': ['left', 'up', 'up'], 'green circle74': ['right', 'right', 'right', 'up', 'up', 'up', 'up']}"
33,"(4, 0)","(4, 6)",green circle14;green circle42,"['triangle', 'circle', 'purple', 'green']","{(1, 4): 'green circle14', (4, 2): 'green circle42', (8, 7): 'purple triangle87'}",3,N,UtilOnly,circle,"{'green circle14': (1, 4), 'green circle42': (4, 2), 'purple triangle87': (8, 7)}","{'green circle14': [(4, 6), (3, 6), (2, 6), (1, 6), (1, 5), (1, 4)], 'green circle42': [(4, 6), (4, 5), (4, 4), (4, 3), (4, 2)], 'purple triangle87': [(4, 6), (4, 7), (5, 7), (6, 7), (7, 7), (8, 7)]}","{'green circle14': ['left', 'left', 'left', 'down', 'down'], 'green circle42': ['down', 'down', 'down', 'down'], 'purple triangle87': ['up', 'right', 'right', 'right', 'right']}","{'green circle14': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (3, 4), (2, 4), (1, 4)], 'green circle42': [(4, 0), (4, 1), (4, 2)], 'purple triangle87': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (4, 6), (4, 7), (5, 7), (6, 7), (7, 7), (8, 7)]}","{'green circle14': ['up', 'up', 'up', 'up', 'left', 'left', 'left'], 'green circle42': ['up', 'up'], 'purple triangle87': ['up', 'up', 'up', 'up', 'up', 'up', 'up', 'right', 'right', 'right', 'right']}"
34,"(4, 0)","(4, 6)",green square69;green square42,"['square', 'orange', 'triangle', 'green']","{(6, 9): 'green square69', (4, 2): 'green square42', (1, 8): 'orange triangle18'}",3,N,UtilOnly,square,"{'green square69': (6, 9), 'green square42': (4, 2), 'orange triangle18': (1, 8)}","{'green square69': [(4, 6), (4, 7), (4, 8), (4, 9), (5, 9), (6, 9)], 'green square42': [(4, 6), (4, 5), (4, 4), (4, 3), (4, 2)], 'orange triangle18': [(4, 6), (3, 6), (2, 6), (1, 6), (1, 7), (1, 8)]}","{'green square69': ['up', 'up', 'up', 'right', 'right'], 'green square42': ['down', 'down', 'down', 'down'], 'orange triangle18': ['left', 'left', 'left', 'up', 'up']}","{'green square69': [(4, 0), (5, 0), (6, 0), (6, 1), (6, 2), (6, 3), (6, 4), (6, 5), (6, 6), (6, 7), (6, 8), (6, 9)], 'green square42': [(4, 0), (4, 1), (4, 2)], 'orange triangle18': [(4, 0), (3, 0), (2, 0), (1, 0), (1, 1), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 8)]}","{'green square69': ['right', 'right', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up'], 'green square42': ['up', 'up'], 'orange triangle18': ['left', 'left', 'left', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up']}"
35,"(4, 0)","(4, 6)",green triangle19;green triangle42,"['square', 'orange', 'triangle', 'green']","{(1, 9): 'green triangle19', (4, 2): 'green triangle42', (8, 8): 'orange square88'}",3,N,UtilOnly,triangle,"{'green triangle19': (1, 9), 'green triangle42': (4, 2), 'orange square88': (8, 8)}","{'green triangle19': [(4, 6), (4, 7), (4, 8), (4, 9), (3, 9), (2, 9), (1, 9)], 'green triangle42': [(4, 6), (4, 5), (4, 4), (4, 3), (4, 2)], 'orange square88': [(4, 6), (5, 6), (6, 6), (7, 6), (8, 6), (8, 7), (8, 8)]}","{'green triangle19': ['up', 'up', 'up', 'left', 'left', 'left'], 'green triangle42': ['down', 'down', 'down', 'down'], 'orange square88': ['right', 'right', 'right', 'right', 'up', 'up']}","{'green triangle19': [(4, 0), (3, 0), (2, 0), (1, 0), (1, 1), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 8), (1, 9)], 'green triangle42': [(4, 0), (4, 1), (4, 2)], 'orange square88': [(4, 0), (5, 0), (6, 0), (7, 0), (8, 0), (8, 1), (8, 2), (8, 3), (8, 4), (8, 5), (8, 6), (8, 7), (8, 8)]}","{'green triangle19': ['left', 'left', 'left', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up'], 'green triangle42': ['up', 'up'], 'orange square88': ['right', 'right', 'right', 'right', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up']}"
36,"(4, 0)","(4, 6)",purple circle89;purple circle32,"['square', 'orange', 'circle', 'purple']","{(8, 9): 'purple circle89', (3, 2): 'purple circle32', (0, 7): 'orange square07'}",3,N,UtilOnly,circle,"{'purple circle89': (8, 9), 'purple circle32': (3, 2), 'orange square07': (0, 7)}","{'purple circle89': [(4, 6), (4, 7), (4, 8), (4, 9), (5, 9), (6, 9), (7, 9), (8, 9)], 'purple circle32': [(4, 6), (3, 6), (3, 5), (3, 4), (3, 3), (3, 2)], 'orange square07': [(4, 6), (3, 6), (2, 6), (1, 6), (0, 6), (0, 7)]}","{'purple circle89': ['up', 'up', 'up', 'right', 'right', 'right', 'right'], 'purple circle32': ['left', 'down', 'down', 'down', 'down'], 'orange square07': ['left', 'left', 'left', 'left', 'up']}","{'purple circle89': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (4, 6), (4, 7), (4, 8), (4, 9), (5, 9), (6, 9), (7, 9), (8, 9)], 'purple circle32': [(4, 0), (4, 1), (4, 2), (3, 2)], 'orange square07': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (4, 6), (4, 7), (3, 7), (2, 7), (1, 7), (0, 7)]}","{'purple circle89': ['up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'right', 'right', 'right', 'right'], 'purple circle32': ['up', 'up', 'left'], 'orange square07': ['up', 'up', 'up', 'up', 'up', 'up', 'up', 'left', 'left', 'left', 'left']}"
37,"(4, 0)","(4, 6)",purple square04;purple square42,"['square', 'orange', 'circle', 'purple']","{(0, 4): 'purple square04', (4, 2): 'purple square42', (8, 4): 'orange circle84'}",3,N,UtilOnly,square,"{'purple square04': (0, 4), 'purple square42': (4, 2), 'orange circle84': (8, 4)}","{'purple square04': [(4, 6), (4, 5), (4, 4), (3, 4), (2, 4), (1, 4), (0, 4)], 'purple square42': [(4, 6), (4, 5), (4, 4), (4, 3), (4, 2)], 'orange circle84': [(4, 6), (4, 5), (4, 4), (5, 4), (6, 4), (7, 4), (8, 4)]}","{'purple square04': ['down', 'down', 'left', 'left', 'left', 'left'], 'purple square42': ['down', 'down', 'down', 'down'], 'orange circle84': ['down', 'down', 'right', 'right', 'right', 'right']}","{'purple square04': [(4, 0), (3, 0), (2, 0), (2, 1), (2, 2), (2, 3), (2, 4), (1, 4), (0, 4)], 'purple square42': [(4, 0), (4, 1), (4, 2)], 'orange circle84': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (5, 4), (6, 4), (7, 4), (8, 4)]}","{'purple square04': ['left', 'left', 'up', 'up', 'up', 'up', 'left', 'left'], 'purple square42': ['up', 'up'], 'orange circle84': ['up', 'up', 'up', 'up', 'right', 'right', 'right', 'right']}"
