,signalerLocation,receiverLocation,intention,signalSpace,targetDictionary,nTargets,barrier,receiverIntentionDict,revTargetDict,barrierDict,recTraj,recActSeq,sigTraj,sigActSeq
27,"(4, 0)","(4, 7)",purple triangle,"['red', 'purple', 'circle', 'triangle', 'square']","{(5, 6): 'red circle', (8, 6): 'red triangle', (3, 8): 'purple square', (2, 8): 'purple triangle', (4, 5): 'purple circle'}",5,S,"{'red': 'red triangle', 'purple': 'purple triangle', 'circle': 'purple circle', 'triangle': 'purple triangle', 'square': 'purple square'}","{'red circle': (5, 6), 'red triangle': (8, 6), 'purple square': (3, 8), 'purple triangle': (2, 8), 'purple circle': (4, 5)}","{'up': '(3, 2), (4, 2), (5, 2), (6, 2), (7, 2), (8, 2)', 'down': '(3, 3), (4, 3), (5, 3), (6, 3), (7, 3), (8, 3)', 'left': '', 'right': ''}","{'red circle': [(4, 7), (4, 6), (5, 6)], 'red triangle': [(4, 7), (5, 7), (6, 7), (7, 7), (8, 7), (8, 6)], 'purple square': [(4, 7), (3, 7), (3, 8)], 'purple triangle': [(4, 7), (4, 8), (3, 8), (2, 8)], 'purple circle': [(4, 7), (4, 6), (4, 5)]}","{'red circle': ['down', 'right'], 'red triangle': ['right', 'right', 'right', 'right', 'down'], 'purple square': ['left', 'up'], 'purple triangle': ['up', 'left', 'left'], 'purple circle': ['down', 'down']}","{'red circle': [(4, 0), (4, 1), (4, 2), (3, 2), (2, 2), (2, 3), (2, 4), (2, 5), (2, 6), (3, 6), (4, 6), (5, 6)], 'red triangle': [(4, 0), (4, 1), (4, 2), (3, 2), (2, 2), (2, 3), (2, 4), (2, 5), (2, 6), (3, 6), (4, 6), (5, 6), (6, 6), (7, 6), (8, 6)], 'purple square': [(4, 0), (3, 0), (2, 0), (2, 1), (2, 2), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (3, 8)], 'purple triangle': [(4, 0), (3, 0), (2, 0), (2, 1), (2, 2), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8)], 'purple circle': [(4, 0), (4, 1), (4, 2), (3, 2), (2, 2), (2, 3), (2, 4), (2, 5), (3, 5), (4, 5)]}","{'red circle': ['up', 'up', 'left', 'left', 'up', 'up', 'up', 'up', 'right', 'right', 'right'], 'red triangle': ['up', 'up', 'left', 'left', 'up', 'up', 'up', 'up', 'right', 'right', 'right', 'right', 'right', 'right'], 'purple square': ['left', 'left', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'right'], 'purple triangle': ['left', 'left', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up'], 'purple circle': ['up', 'up', 'left', 'left', 'up', 'up', 'up', 'right', 'right']}"
28,"(4, 0)","(4, 7)",purple circle,"['green', 'purple', 'triangle', 'circle', 'square']","{(3, 7): 'green triangle', (3, 8): 'green circle', (4, 6): 'purple square', (1, 9): 'purple circle', (7, 3): 'purple triangle'}",5,R,"{'green': 'green circle', 'purple': 'purple circle', 'triangle': 'green triangle', 'circle': 'purple circle', 'square': 'purple square'}","{'green triangle': (3, 7), 'green circle': (3, 8), 'purple square': (4, 6), 'purple circle': (1, 9), 'purple triangle': (7, 3)}","{'up': '(3, 5), (4, 5), (5, 5), (6, 5), (7, 5), (8, 5)', 'down': '(3, 6), (4, 6), (5, 6), (6, 6), (7, 6), (8, 6)', 'left': '', 'right': ''}","{'green triangle': [(4, 7), (3, 7)], 'green circle': [(4, 7), (3, 7), (3, 8)], 'purple square': [(4, 7), (4, 6)], 'purple circle': [(4, 7), (3, 7), (2, 7), (1, 7), (1, 8), (1, 9)], 'purple triangle': [(4, 7), (3, 7), (2, 7), (2, 6), (2, 5), (2, 4), (2, 3), (3, 3), (4, 3), (5, 3), (6, 3), (7, 3)]}","{'green triangle': ['left'], 'green circle': ['left', 'up'], 'purple square': ['down'], 'purple circle': ['left', 'left', 'left', 'up', 'up'], 'purple triangle': ['left', 'left', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'right', 'right']}","{'green triangle': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (3, 5), (2, 5), (2, 6), (2, 7), (3, 7)], 'green circle': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (3, 5), (2, 5), (2, 6), (2, 7), (2, 8), (3, 8)], 'purple square': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (3, 5), (2, 5), (2, 6), (3, 6), (4, 6)], 'purple circle': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (3, 5), (2, 5), (1, 5), (1, 6), (1, 7), (1, 8), (1, 9)], 'purple triangle': [(4, 0), (5, 0), (6, 0), (7, 0), (7, 1), (7, 2), (7, 3)]}","{'green triangle': ['up', 'up', 'up', 'up', 'up', 'left', 'left', 'up', 'up', 'right'], 'green circle': ['up', 'up', 'up', 'up', 'up', 'left', 'left', 'up', 'up', 'up', 'right'], 'purple square': ['up', 'up', 'up', 'up', 'up', 'left', 'left', 'up', 'right', 'right'], 'purple circle': ['up', 'up', 'up', 'up', 'up', 'left', 'left', 'left', 'up', 'up', 'up', 'up'], 'purple triangle': ['right', 'right', 'right', 'up', 'up', 'up']}"
29,"(4, 0)","(4, 7)",green circle,"['red', 'green', 'triangle', 'circle', 'square']","{(3, 7): 'red triangle', (3, 8): 'red circle', (4, 6): 'green square', (1, 9): 'green circle', (7, 3): 'green triangle'}",5,S,"{'red': 'red circle', 'green': 'green triangle', 'triangle': 'green triangle', 'circle': 'green circle', 'square': 'green square'}","{'red triangle': (3, 7), 'red circle': (3, 8), 'green square': (4, 6), 'green circle': (1, 9), 'green triangle': (7, 3)}","{'up': '(3, 2), (4, 2), (5, 2), (6, 2), (7, 2), (8, 2)', 'down': '(3, 3), (4, 3), (5, 3), (6, 3), (7, 3), (8, 3)', 'left': '', 'right': ''}","{'red triangle': [(4, 7), (3, 7)], 'red circle': [(4, 7), (4, 8), (3, 8)], 'green square': [(4, 7), (4, 6)], 'green circle': [(4, 7), (4, 8), (4, 9), (3, 9), (2, 9), (1, 9)], 'green triangle': [(4, 7), (5, 7), (6, 7), (7, 7), (7, 6), (7, 5), (7, 4), (7, 3)]}","{'red triangle': ['left'], 'red circle': ['up', 'left'], 'green square': ['down'], 'green circle': ['up', 'up', 'left', 'left', 'left'], 'green triangle': ['right', 'right', 'right', 'down', 'down', 'down', 'down']}","{'red triangle': [(4, 0), (3, 0), (2, 0), (2, 1), (2, 2), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (3, 7)], 'red circle': [(4, 0), (4, 1), (4, 2), (3, 2), (2, 2), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (3, 8)], 'green square': [(4, 0), (4, 1), (4, 2), (3, 2), (2, 2), (2, 3), (2, 4), (2, 5), (2, 6), (3, 6), (4, 6)], 'green circle': [(4, 0), (3, 0), (2, 0), (1, 0), (1, 1), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 8), (1, 9)], 'green triangle': [(4, 0), (4, 1), (4, 2), (3, 2), (2, 2), (2, 3), (3, 3), (4, 3), (5, 3), (6, 3), (7, 3)]}","{'red triangle': ['left', 'left', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'right'], 'red circle': ['up', 'up', 'left', 'left', 'up', 'up', 'up', 'up', 'up', 'up', 'right'], 'green square': ['up', 'up', 'left', 'left', 'up', 'up', 'up', 'up', 'right', 'right'], 'green circle': ['left', 'left', 'left', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up'], 'green triangle': ['up', 'up', 'left', 'left', 'up', 'right', 'right', 'right', 'right', 'right']}"
30,"(4, 0)","(4, 7)",green triangle,"['purple', 'red', 'green', 'square', 'triangle', 'circle']","{(0, 9): 'red square', (8, 6): 'green triangle', (0, 7): 'green circle', (6, 6): 'purple circle', (6, 4): 'red triangle'}",5,R,"{'purple': 'purple circle', 'red': 'red square', 'green': 'green circle', 'square': 'red square', 'triangle': 'green triangle', 'circle': 'green circle'}","{'red square': (0, 9), 'green triangle': (8, 6), 'green circle': (0, 7), 'purple circle': (6, 6), 'red triangle': (6, 4)}","{'up': '(3, 5), (4, 5), (5, 5), (6, 5), (7, 5), (8, 5)', 'down': '(3, 6), (4, 6), (5, 6), (6, 6), (7, 6), (8, 6)', 'left': '', 'right': ''}","{'red square': [(4, 7), (3, 7), (2, 7), (1, 7), (0, 7), (0, 8), (0, 9)], 'green triangle': [(4, 7), (4, 6), (5, 6), (6, 6), (7, 6), (8, 6)], 'green circle': [(4, 7), (3, 7), (2, 7), (1, 7), (0, 7)], 'purple circle': [(4, 7), (5, 7), (6, 7), (6, 6)], 'red triangle': [(4, 7), (4, 6), (3, 6), (2, 6), (2, 5), (2, 4), (3, 4), (4, 4), (5, 4), (6, 4)]}","{'red square': ['left', 'left', 'left', 'left', 'up', 'up'], 'green triangle': ['down', 'right', 'right', 'right', 'right'], 'green circle': ['left', 'left', 'left', 'left'], 'purple circle': ['right', 'right', 'down'], 'red triangle': ['down', 'left', 'left', 'down', 'down', 'right', 'right', 'right', 'right']}","{'red square': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (3, 5), (2, 5), (2, 6), (2, 7), (2, 8), (2, 9), (1, 9), (0, 9)], 'green triangle': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (3, 5), (2, 5), (2, 6), (3, 6), (4, 6), (5, 6), (6, 6), (7, 6), (8, 6)], 'green circle': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (3, 5), (2, 5), (1, 5), (0, 5), (0, 6), (0, 7)], 'purple circle': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (3, 5), (2, 5), (2, 6), (3, 6), (4, 6), (5, 6), (6, 6)], 'red triangle': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (5, 4), (6, 4)]}","{'red square': ['up', 'up', 'up', 'up', 'up', 'left', 'left', 'up', 'up', 'up', 'up', 'left', 'left'], 'green triangle': ['up', 'up', 'up', 'up', 'up', 'left', 'left', 'up', 'right', 'right', 'right', 'right', 'right', 'right'], 'green circle': ['up', 'up', 'up', 'up', 'up', 'left', 'left', 'left', 'left', 'up', 'up'], 'purple circle': ['up', 'up', 'up', 'up', 'up', 'left', 'left', 'up', 'right', 'right', 'right', 'right'], 'red triangle': ['up', 'up', 'up', 'up', 'right', 'right']}"
31,"(4, 0)","(4, 7)",purple triangle,"['square', 'circle', 'triangle', 'red', 'purple', 'green']","{(0, 9): 'red circle', (8, 6): 'purple triangle', (0, 7): 'green triangle', (6, 6): 'green square', (6, 4): 'purple circle'}",5,S,"{'square': 'green square', 'circle': 'purple circle', 'triangle': 'purple triangle', 'red': 'red circle', 'purple': 'purple circle', 'green': 'green triangle'}","{'red circle': (0, 9), 'purple triangle': (8, 6), 'green triangle': (0, 7), 'green square': (6, 6), 'purple circle': (6, 4)}","{'up': '(3, 2), (4, 2), (5, 2), (6, 2), (7, 2), (8, 2)', 'down': '(3, 3), (4, 3), (5, 3), (6, 3), (7, 3), (8, 3)', 'left': '', 'right': ''}","{'red circle': [(4, 7), (3, 7), (2, 7), (1, 7), (0, 7), (0, 8), (0, 9)], 'purple triangle': [(4, 7), (5, 7), (6, 7), (7, 7), (8, 7), (8, 6)], 'green triangle': [(4, 7), (3, 7), (2, 7), (1, 7), (0, 7)], 'green square': [(4, 7), (5, 7), (6, 7), (6, 6)], 'purple circle': [(4, 7), (5, 7), (6, 7), (6, 6), (6, 5), (6, 4)]}","{'red circle': ['left', 'left', 'left', 'left', 'up', 'up'], 'purple triangle': ['right', 'right', 'right', 'right', 'down'], 'green triangle': ['left', 'left', 'left', 'left'], 'green square': ['right', 'right', 'down'], 'purple circle': ['right', 'right', 'down', 'down', 'down']}","{'red circle': [(4, 0), (3, 0), (2, 0), (1, 0), (0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9)], 'purple triangle': [(4, 0), (3, 0), (2, 0), (2, 1), (2, 2), (2, 3), (2, 4), (2, 5), (2, 6), (3, 6), (4, 6), (5, 6), (6, 6), (7, 6), (8, 6)], 'green triangle': [(4, 0), (3, 0), (2, 0), (1, 0), (0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7)], 'green square': [(4, 0), (3, 0), (2, 0), (2, 1), (2, 2), (2, 3), (2, 4), (2, 5), (2, 6), (3, 6), (4, 6), (5, 6), (6, 6)], 'purple circle': [(4, 0), (4, 1), (4, 2), (3, 2), (2, 2), (2, 3), (2, 4), (3, 4), (4, 4), (5, 4), (6, 4)]}","{'red circle': ['left', 'left', 'left', 'left', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up'], 'purple triangle': ['left', 'left', 'up', 'up', 'up', 'up', 'up', 'up', 'right', 'right', 'right', 'right', 'right', 'right'], 'green triangle': ['left', 'left', 'left', 'left', 'up', 'up', 'up', 'up', 'up', 'up', 'up'], 'green square': ['left', 'left', 'up', 'up', 'up', 'up', 'up', 'up', 'right', 'right', 'right', 'right'], 'purple circle': ['up', 'up', 'left', 'left', 'up', 'up', 'right', 'right', 'right', 'right']}"
32,"(4, 0)","(4, 7)",green triangle,"['circle', 'square', 'triangle', 'purple', 'green', 'red']","{(8, 8): 'purple square', (1, 7): 'green triangle', (3, 9): 'red triangle', (4, 6): 'red circle', (6, 4): 'green square'}",5,R,"{'circle': 'red circle', 'square': 'purple square', 'triangle': 'red triangle', 'purple': 'purple square', 'green': 'green triangle', 'red': 'red triangle'}","{'purple square': (8, 8), 'green triangle': (1, 7), 'red triangle': (3, 9), 'red circle': (4, 6), 'green square': (6, 4)}","{'up': '(3, 5), (4, 5), (5, 5), (6, 5), (7, 5), (8, 5)', 'down': '(3, 6), (4, 6), (5, 6), (6, 6), (7, 6), (8, 6)', 'left': '', 'right': ''}","{'purple square': [(4, 7), (5, 7), (6, 7), (7, 7), (8, 7), (8, 8)], 'green triangle': [(4, 7), (3, 7), (2, 7), (1, 7)], 'red triangle': [(4, 7), (3, 7), (3, 8), (3, 9)], 'red circle': [(4, 7), (4, 6)], 'green square': [(4, 7), (4, 6), (3, 6), (2, 6), (2, 5), (2, 4), (3, 4), (4, 4), (5, 4), (6, 4)]}","{'purple square': ['right', 'right', 'right', 'right', 'up'], 'green triangle': ['left', 'left', 'left'], 'red triangle': ['left', 'up', 'up'], 'red circle': ['down'], 'green square': ['down', 'left', 'left', 'down', 'down', 'right', 'right', 'right', 'right']}","{'purple square': [(4, 0), (3, 0), (2, 0), (2, 1), (2, 2), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (3, 8), (4, 8), (5, 8), (6, 8), (7, 8), (8, 8)], 'green triangle': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (3, 5), (2, 5), (1, 5), (1, 6), (1, 7)], 'red triangle': [(4, 0), (3, 0), (2, 0), (2, 1), (2, 2), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 9), (3, 9)], 'red circle': [(4, 0), (3, 0), (2, 0), (2, 1), (2, 2), (2, 3), (2, 4), (2, 5), (2, 6), (3, 6), (4, 6)], 'green square': [(4, 0), (5, 0), (6, 0), (6, 1), (6, 2), (6, 3), (6, 4)]}","{'purple square': ['left', 'left', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'right', 'right', 'right', 'right', 'right', 'right'], 'green triangle': ['up', 'up', 'up', 'up', 'up', 'left', 'left', 'left', 'up', 'up'], 'red triangle': ['left', 'left', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'right'], 'red circle': ['left', 'left', 'up', 'up', 'up', 'up', 'up', 'up', 'right', 'right'], 'green square': ['right', 'right', 'up', 'up', 'up', 'up']}"
33,"(4, 0)","(4, 7)",red square,"['purple', 'green', 'red', 'circle', 'square', 'triangle']","{(8, 8): 'green circle', (1, 7): 'red square', (3, 9): 'red triangle', (4, 6): 'purple triangle', (6, 4): 'green square'}",5,S,"{'purple': 'purple triangle', 'green': 'green square', 'red': 'red square', 'circle': 'green circle', 'square': 'green square', 'triangle': 'red triangle'}","{'green circle': (8, 8), 'red square': (1, 7), 'red triangle': (3, 9), 'purple triangle': (4, 6), 'green square': (6, 4)}","{'up': '(3, 2), (4, 2), (5, 2), (6, 2), (7, 2), (8, 2)', 'down': '(3, 3), (4, 3), (5, 3), (6, 3), (7, 3), (8, 3)', 'left': '', 'right': ''}","{'green circle': [(4, 7), (5, 7), (6, 7), (7, 7), (8, 7), (8, 8)], 'red square': [(4, 7), (3, 7), (2, 7), (1, 7)], 'red triangle': [(4, 7), (4, 8), (4, 9), (3, 9)], 'purple triangle': [(4, 7), (4, 6)], 'green square': [(4, 7), (5, 7), (6, 7), (6, 6), (6, 5), (6, 4)]}","{'green circle': ['right', 'right', 'right', 'right', 'up'], 'red square': ['left', 'left', 'left'], 'red triangle': ['up', 'up', 'left'], 'purple triangle': ['down'], 'green square': ['right', 'right', 'down', 'down', 'down']}","{'green circle': [(4, 0), (4, 1), (4, 2), (3, 2), (2, 2), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (3, 8), (4, 8), (5, 8), (6, 8), (7, 8), (8, 8)], 'red square': [(4, 0), (3, 0), (2, 0), (1, 0), (1, 1), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7)], 'red triangle': [(4, 0), (3, 0), (2, 0), (2, 1), (2, 2), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 9), (3, 9)], 'purple triangle': [(4, 0), (4, 1), (4, 2), (3, 2), (2, 2), (2, 3), (2, 4), (2, 5), (2, 6), (3, 6), (4, 6)], 'green square': [(4, 0), (4, 1), (4, 2), (3, 2), (2, 2), (2, 3), (2, 4), (3, 4), (4, 4), (5, 4), (6, 4)]}","{'green circle': ['up', 'up', 'left', 'left', 'up', 'up', 'up', 'up', 'up', 'up', 'right', 'right', 'right', 'right', 'right', 'right'], 'red square': ['left', 'left', 'left', 'up', 'up', 'up', 'up', 'up', 'up', 'up'], 'red triangle': ['left', 'left', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'right'], 'purple triangle': ['up', 'up', 'left', 'left', 'up', 'up', 'up', 'up', 'right', 'right'], 'green square': ['up', 'up', 'left', 'left', 'up', 'up', 'right', 'right', 'right', 'right']}"
34,"(4, 0)","(4, 7)",red square,"['circle', 'triangle', 'square', 'green', 'red', 'purple']","{(1, 7): 'green triangle', (2, 8): 'red square', (3, 6): 'purple square', (8, 9): 'purple circle', (5, 5): 'red triangle'}",5,R,"{'circle': 'purple circle', 'triangle': 'green triangle', 'square': 'purple square', 'green': 'green triangle', 'red': 'red square', 'purple': 'purple square'}","{'green triangle': (1, 7), 'red square': (2, 8), 'purple square': (3, 6), 'purple circle': (8, 9), 'red triangle': (5, 5)}","{'up': '(3, 5), (4, 5), (5, 5), (6, 5), (7, 5), (8, 5)', 'down': '(3, 6), (4, 6), (5, 6), (6, 6), (7, 6), (8, 6)', 'left': '', 'right': ''}","{'green triangle': [(4, 7), (3, 7), (2, 7), (1, 7)], 'red square': [(4, 7), (3, 7), (2, 7), (2, 8)], 'purple square': [(4, 7), (3, 7), (3, 6)], 'purple circle': [(4, 7), (5, 7), (6, 7), (7, 7), (8, 7), (8, 8), (8, 9)], 'red triangle': [(4, 7), (4, 6), (3, 6), (2, 6), (2, 5), (3, 5), (4, 5), (5, 5)]}","{'green triangle': ['left', 'left', 'left'], 'red square': ['left', 'left', 'up'], 'purple square': ['left', 'down'], 'purple circle': ['right', 'right', 'right', 'right', 'up', 'up'], 'red triangle': ['down', 'left', 'left', 'down', 'right', 'right', 'right']}","{'green triangle': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (3, 5), (2, 5), (1, 5), (1, 6), (1, 7)], 'red square': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (3, 5), (2, 5), (2, 6), (2, 7), (2, 8)], 'purple square': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (3, 5), (2, 5), (2, 6), (3, 6)], 'purple circle': [(4, 0), (3, 0), (2, 0), (2, 1), (2, 2), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 9), (3, 9), (4, 9), (5, 9), (6, 9), (7, 9), (8, 9)], 'red triangle': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (5, 5)]}","{'green triangle': ['up', 'up', 'up', 'up', 'up', 'left', 'left', 'left', 'up', 'up'], 'red square': ['up', 'up', 'up', 'up', 'up', 'left', 'left', 'up', 'up', 'up'], 'purple square': ['up', 'up', 'up', 'up', 'up', 'left', 'left', 'up', 'right'], 'purple circle': ['left', 'left', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'right', 'right', 'right', 'right', 'right', 'right'], 'red triangle': ['up', 'up', 'up', 'up', 'up', 'right']}"
35,"(4, 0)","(4, 7)",purple triangle,"['circle', 'square', 'triangle', 'red', 'purple', 'green']","{(1, 7): 'red square', (2, 8): 'purple triangle', (3, 6): 'green triangle', (8, 9): 'green circle', (5, 5): 'purple square'}",5,S,"{'circle': 'green circle', 'square': 'purple square', 'triangle': 'green triangle', 'red': 'red square', 'purple': 'purple square', 'green': 'green triangle'}","{'red square': (1, 7), 'purple triangle': (2, 8), 'green triangle': (3, 6), 'green circle': (8, 9), 'purple square': (5, 5)}","{'up': '(3, 2), (4, 2), (5, 2), (6, 2), (7, 2), (8, 2)', 'down': '(3, 3), (4, 3), (5, 3), (6, 3), (7, 3), (8, 3)', 'left': '', 'right': ''}","{'red square': [(4, 7), (3, 7), (2, 7), (1, 7)], 'purple triangle': [(4, 7), (3, 7), (2, 7), (2, 8)], 'green triangle': [(4, 7), (3, 7), (3, 6)], 'green circle': [(4, 7), (5, 7), (6, 7), (7, 7), (8, 7), (8, 8), (8, 9)], 'purple square': [(4, 7), (5, 7), (5, 6), (5, 5)]}","{'red square': ['left', 'left', 'left'], 'purple triangle': ['left', 'left', 'up'], 'green triangle': ['left', 'down'], 'green circle': ['right', 'right', 'right', 'right', 'up', 'up'], 'purple square': ['right', 'down', 'down']}","{'red square': [(4, 0), (4, 1), (4, 2), (3, 2), (2, 2), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (1, 7)], 'purple triangle': [(4, 0), (3, 0), (2, 0), (2, 1), (2, 2), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8)], 'green triangle': [(4, 0), (4, 1), (4, 2), (3, 2), (2, 2), (2, 3), (2, 4), (2, 5), (2, 6), (3, 6)], 'green circle': [(4, 0), (3, 0), (2, 0), (2, 1), (2, 2), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 9), (3, 9), (4, 9), (5, 9), (6, 9), (7, 9), (8, 9)], 'purple square': [(4, 0), (4, 1), (4, 2), (3, 2), (2, 2), (2, 3), (2, 4), (2, 5), (3, 5), (4, 5), (5, 5)]}","{'red square': ['up', 'up', 'left', 'left', 'up', 'up', 'up', 'up', 'up', 'left'], 'purple triangle': ['left', 'left', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up'], 'green triangle': ['up', 'up', 'left', 'left', 'up', 'up', 'up', 'up', 'right'], 'green circle': ['left', 'left', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'right', 'right', 'right', 'right', 'right', 'right'], 'purple square': ['up', 'up', 'left', 'left', 'up', 'up', 'up', 'right', 'right', 'right']}"
36,"(4, 0)","(4, 7)",green triangle,"['red', 'purple', 'green', 'circle', 'triangle', 'square']","{(7, 9): 'purple circle', (8, 9): 'green triangle', (3, 7): 'green square', (4, 8): 'red square', (6, 5): 'purple triangle'}",5,R,"{'red': 'red square', 'purple': 'purple circle', 'green': 'green triangle', 'circle': 'purple circle', 'triangle': 'green triangle', 'square': 'green square'}","{'purple circle': (7, 9), 'green triangle': (8, 9), 'green square': (3, 7), 'red square': (4, 8), 'purple triangle': (6, 5)}","{'up': '(3, 5), (4, 5), (5, 5), (6, 5), (7, 5), (8, 5)', 'down': '(3, 6), (4, 6), (5, 6), (6, 6), (7, 6), (8, 6)', 'left': '', 'right': ''}","{'purple circle': [(4, 7), (4, 8), (4, 9), (5, 9), (6, 9), (7, 9)], 'green triangle': [(4, 7), (5, 7), (6, 7), (7, 7), (8, 7), (8, 8), (8, 9)], 'green square': [(4, 7), (3, 7)], 'red square': [(4, 7), (4, 8)], 'purple triangle': [(4, 7), (3, 7), (2, 7), (2, 6), (2, 5), (3, 5), (4, 5), (5, 5), (6, 5)]}","{'purple circle': ['up', 'up', 'right', 'right', 'right'], 'green triangle': ['right', 'right', 'right', 'right', 'up', 'up'], 'green square': ['left'], 'red square': ['up'], 'purple triangle': ['left', 'left', 'down', 'down', 'right', 'right', 'right', 'right']}","{'purple circle': [(4, 0), (3, 0), (2, 0), (2, 1), (2, 2), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 9), (3, 9), (4, 9), (5, 9), (6, 9), (7, 9)], 'green triangle': [(4, 0), (3, 0), (2, 0), (2, 1), (2, 2), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 9), (3, 9), (4, 9), (5, 9), (6, 9), (7, 9), (8, 9)], 'green square': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (3, 5), (2, 5), (2, 6), (2, 7), (3, 7)], 'red square': [(4, 0), (3, 0), (2, 0), (2, 1), (2, 2), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (3, 8), (4, 8)], 'purple triangle': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (5, 5), (6, 5)]}","{'purple circle': ['left', 'left', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'right', 'right', 'right', 'right', 'right'], 'green triangle': ['left', 'left', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'right', 'right', 'right', 'right', 'right', 'right'], 'green square': ['up', 'up', 'up', 'up', 'up', 'left', 'left', 'up', 'up', 'right'], 'red square': ['left', 'left', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'right', 'right'], 'purple triangle': ['up', 'up', 'up', 'up', 'up', 'right', 'right']}"
